abundance,growth_rate,taxon,sample_id
0.0046830639244406,0.03044663154566,AZC3J_1,J
0.2445726729506633,1.5883904846347,AZC3J_18,J
0.0048370001120218,0.0314353519742451,AZC3J_20,J
0.0045589023260151,0.0296475986936991,AZC3J_21,J
0.0064534652806392,0.0423693760435135,AZC3J_25,J
0.0019770382862332,0.0128431161235517,AZC3J_26,J
0.008678070128343,0.056390951875832,AZC3J_28,J
0.0028876005526529,0.0187931841061012,AZC3J_32,J
0.0290542993403444,0.1887540592446776,AZC3J_34,J
0.0036211617640686,0.0235813349708684,AZC3J_45,J
0.0080067332539199,0.0520056129545356,AZC3J_49,J
0.0229322947036231,0.1489335493864451,AZC3J_55,J
0.0051937539995952,0.0338100364053114,AZC3J_56,J
0.003820451260157,0.0248232923850551,AZC3J_57,J
0.0055729169087347,0.0362417808268849,AZC3J_59,J
0.013828775346385,0.0900373442014348,AZC3J_6,J
0.0023841899826055,0.0154914151992259,AZC3J_61,J
0.009275371208338,0.0602470350628385,AZC3J_64,J
0.0023099379590766,0.0150072530809931,AZC3J_71,J
0.0017777182364701,0.0115563605578296,AZC3J_73,J
0.0996181146741947,0.64697209753372,AZC3J_74,J
0.0021497607359105,0.0139764459667118,AZC3J_77,J
0.0172732783451568,0.1121808794955837,AZC3J_79,J
0.0020966001983794,0.013632199366913,AZC3J_81,J
0.0272427500115794,0.1769280158372953,AZC3J_82,J
0.0597122248268124,0.3878295531101702,AZC3J_87,J
0.0055586882284076,0.0362039442055538,AZC3J_88,J
0.0018762068357346,0.0121867513633788,AZC3J_9,J
0.0023651305459774,0.0153694672301454,AZC3J_91,J
0.0025490778295388,0.0165794623808602,AZC3J_95,J
0.005908526079651,0.0385039104114148,AZC3J_99,J
0.054031377241952,0.3509187020948096,AZC5T_106,J
0.0131522269167822,0.0856619068500705,AZC5T_115,J
0.0041374314997252,0.0269075249356344,AZC5T_21,J
0.0082497620552987,0.0536021417122631,AZC5T_22,J
0.0253151930847881,0.1644093582006771,AZC5T_64,J
0.0212500893075821,0.1384053003178975,AZC5T_69,J
0.0024233875764282,0.0157546910659026,AZC5T_85,J
0.0083687689623221,0.054370939037871,AZC5T_87,J
0.004795936540065,0.03116007577739,AZC5T_98,J
0.0113993058616199,0.074036148596857,AZC7E_116,J
0.0042790201953853,0.0278004856011207,AZC7E_16,J
0.0215086825381578,0.1397524432739467,AZC7E_25,J
0.0030100538202141,0.0214759497697347,AZC7E_29,J
0.0033938681493892,0.0220707093030701,AZC7E_34,J
0.0443632448624024,0.2881290792554528,AZC7E_4,J
0.0074675140626725,0.0486669720582488,AZC7E_45,J
0.0146279442819078,0.0950101438239332,AZC7E_47,J
0.0091714516129918,0.0597314723811938,AZC7E_54,J
0.0017816681819315,0.011590587194087,AZC7E_60,J
0.0130882960643818,0.0852458807728149,AZC7E_69,J
0.0032803512740649,0.0213410939221641,AZC7E_70,J
0.0159653172138837,0.1039516026333361,AZC7E_72,J
0.0042941634393088,0.0279233655469979,AZC7E_74,J
0.006381418580773,0.0414997092425695,AZC9C_108,J
0.0062679751208761,0.0407588893243539,AZC9C_110,J
0.0035256466028222,0.0229063904315643,AZC9C_115,J
0.0028557789279725,0.0185870959833273,AZC9C_25,J
0.0022576166932794,0.0146651276704051,AZC9C_30,J
0.0041706186902094,0.0274119977566618,AZC9C_34,J
0.0037352416354198,0.0242898265066064,AZC9C_6,J
0.0021556447494917,0.0140092664617247,AZC9C_60,J
0.0052492349907486,0.0341465979738724,AZC9C_68,J
0.0120216537085876,0.0783070323314893,AZC9C_69,J
0.0249361426962129,0.1619762709777071,AZC9C_7,J
0.0025419705500007,0.0165275039703632,AZC9C_80,J
0.0025628311433182,0.0166623648563265,AZC9C_81,J
0.0032066102835966,0.0208470220967678,AZC9C_91,J
0.0040058658875933,0.0260267520245254,AZC9C_96,J
0.0019949191601698,0.0129775152413091,AZC9C_98,J
0.0021796675362447,0.0177863283450375,AZC3J_1,T
0.0028945055105765,0.0236853021486562,AZC3J_10,T
0.0152910873359889,0.1249309947229805,AZC3J_18,T
0.0024859781516175,0.0202827444717828,AZC3J_2,T
0.0032366529140222,0.0264067425333971,AZC3J_26,T
0.0092991072368446,0.0758934364408073,AZC3J_34,T
0.0019622779333606,0.0160171839368881,AZC3J_45,T
0.0142169420351136,0.1161178719491576,AZC3J_6,T
0.0300284154369387,0.2450201862239861,AZC3J_62,T
0.0023226345798641,0.0189624894426245,AZC3J_63,T
0.0028202848727314,0.023307047020688,AZC3J_70,T
0.001939882008816,0.0158263890522282,AZC3J_71,T
0.0177534499517844,0.1448664153723007,AZC3J_81,T
0.0020067548746683,0.0174065572767638,AZC3J_92,T
0.0024130871137951,0.0196963216010119,AZC3J_95,T
0.0084693283527275,0.0691995106996886,AZC3J_99,T
0.0136016520710189,0.1111084990638898,AZC5T_1,T
0.003058440654401,0.0249562055854147,AZC5T_104,T
0.0033823453260096,0.0275951468542021,AZC5T_111,T
0.006749091699078,0.0550835072155781,AZC5T_115,T
0.0037113373885337,0.0302825911053987,AZC5T_119,T
0.0176342829241223,0.1439332834809824,AZC5T_12,T
0.0023010955651904,0.01877956004472,AZC5T_24,T
0.0125497934882017,0.1024110465857075,AZC5T_30,T
0.0136013285428993,0.1110522958754306,AZC5T_34,T
0.0063407365721941,0.0517384498899834,AZC5T_4,T
0.0115962701862511,0.0946528939033855,AZC5T_47,T
0.0175095402442795,0.1428882123949144,AZC5T_49,T
0.003831279979654,0.0312578408788286,AZC5T_51,T
0.0165502145532305,0.1350982863365882,AZC5T_53,T
0.024610666552275,0.2007885269581545,AZC5T_58,T
0.0042617538351883,0.0347942853846956,AZC5T_61,T
0.0043214760770485,0.0352935467333528,AZC5T_63,T
0.0149821749627123,0.122231977869779,AZC5T_64,T
0.0079294290789891,0.0647009693556304,AZC5T_65,T
0.0067317858272343,0.0549279415876139,AZC5T_66,T
0.0020303063715534,0.0165728802102221,AZC5T_71,T
0.0034283973433663,0.027989530298427,AZC5T_79,T
0.069458870174259,0.5666196949150857,AZC5T_80,T
0.0050362235307904,0.041100187845886,AZC5T_85,T
0.0021301667181743,0.0173909058220145,AZC5T_90,T
0.2162228275436018,1.7638748593491091,AZC5T_93,T
0.0053792110014293,0.043900328019955,AZC5T_99,T
0.0176341499750672,0.1440098327626517,AZC7E_111,T
0.0187986208293284,0.1535655748263512,AZC7E_114,T
0.0136015174593001,0.1111313401573092,AZC7E_117,T
0.0136012794306279,0.1110912535039731,AZC7E_22,T
0.0136011723512101,0.1113068517666407,AZC7E_29,T
0.0203493867272275,0.1660020455000753,AZC7E_45,T
0.0255469329729027,0.208401779647232,AZC7E_47,T
0.0136013390277405,0.1110159923366011,AZC7E_52,T
0.0019190118867263,0.0156552899305173,AZC7E_55,T
0.0115967836472632,0.0947249464268944,AZC7E_57,T
0.0363337241004288,0.2967404916825214,AZC7E_69,T
0.0051988760979894,0.0424524786306287,AZC7E_71,T
0.0162077644851493,0.1323707387289271,AZC7E_72,T
0.0140450087647144,0.1147564664523559,AZC7E_73,T
0.0136012060269148,0.1110389883206868,AZC7E_81,T
0.0067494333628549,0.0551434845224304,AZC7E_90,T
0.0073304461809135,0.0598120472190447,AZC7E_96,T
0.0804009634709336,0.6558813892176477,AZC9C_18,T
0.0057916370810179,0.0474164824911882,AZC9C_34,T
0.0021327403016329,0.0174015926367328,AZC9C_58,T
0.0106573852355888,0.0869381590218893,AZC9C_60,T
0.0105048111892104,0.0857163633366557,AZC9C_71,T
0.0135132765577462,0.1104118615425441,AZC9C_75,T
0.0029410007951807,0.0248691198837993,AZC9C_86,T
0.0038799488566388,0.0316645132070479,AZC9C_93,T
0.0022008291289083,0.0179622531576392,AZC9C_98,T
0.0149533546139577,0.1781083833764416,AZC3J_18,C
0.0028428782153691,0.0338396096043721,AZC3J_28,C
0.0023567844631393,0.0280543528283529,AZC3J_3,C
0.0076689025641662,0.0912973137638464,AZC3J_34,C
0.0042063421186799,0.0500684270428645,AZC3J_55,C
0.002377541997235,0.0282979923294012,AZC3J_64,C
0.0031118883487813,0.0370464421092323,AZC3J_73,C
0.0068560167246632,0.0816388385144036,AZC3J_74,C
0.0184362843272775,0.2195035048177682,AZC3J_76,C
0.0034222248994265,0.0407336579050869,AZC3J_79,C
0.0023641879177957,0.0281449771491756,AZC3J_81,C
0.0274055826333169,0.326188646005323,AZC3J_87,C
0.002556205938729,0.0304281422205229,AZC3J_91,C
0.003320843809908,0.0396546601552381,AZC3J_99,C
0.002433953136427,0.0289734039348393,AZC5T_104,C
0.0203343202450381,0.2421074427628957,AZC5T_107,C
0.0034189100681556,0.0407043840803242,AZC5T_109,C
0.0025191194656863,0.0299867993924043,AZC5T_119,C
0.0030555517457828,0.0363707395092097,AZC5T_120,C
0.0031010290492285,0.0369290482446618,AZC5T_122,C
0.0051312065649979,0.0610856761890163,AZC5T_14,C
0.0112815748685526,0.1342744849378826,AZC5T_19,C
0.0027841447116077,0.0331404928908423,AZC5T_22,C
0.0029482706110278,0.0350975827542889,AZC5T_30,C
0.0038106745363305,0.0464506381901467,AZC5T_37,C
0.0051866349580809,0.0617955974124637,AZC5T_38,C
0.0099192210618975,0.118079668214996,AZC5T_44,C
0.0035735075801597,0.0425403054208186,AZC5T_57,C
0.0086481720593526,0.1029421329014129,AZC5T_64,C
0.0125285432661829,0.1491160897822435,AZC5T_66,C
0.0079893247801315,0.0951258310410142,AZC5T_68,C
0.0056037897851026,0.0667086881714084,AZC5T_69,C
0.0032540965911912,0.038737998843123,AZC5T_78,C
0.0047105815911707,0.0560798574166713,AZC5T_8,C
0.0070005408301395,0.0833651849041465,AZC5T_80,C
0.00448750629111,0.0534227811221552,AZC5T_85,C
0.0037050436988189,0.0440998962944568,AZC5T_87,C
0.0151964403826554,0.1810338951778506,AZC5T_93,C
0.0204139296736719,0.2430083268385429,AZC5T_94,C
0.0585591423252149,0.6969802560475764,AZC5T_97,C
0.0038568722765342,0.0459088273125268,AZC5T_98,C
0.0063059879116162,0.0751299493780858,AZC7E_109,C
0.005036967544095,0.0599873102498138,AZC7E_114,C
0.0050676416456122,0.0603411465451661,AZC7E_12,C
0.0266476253623374,0.317163885852374,AZC7E_15,C
0.004221846572657,0.050252744104116,AZC7E_16,C
0.0051791641277876,0.0616721517255263,AZC7E_25,C
0.0037976527296216,0.0463702503384327,AZC7E_29,C
0.1113861372242217,1.3257364037777817,AZC7E_39,C
0.0138915874965649,0.1653392329293536,AZC7E_45,C
0.0038415205377059,0.0457282100976079,AZC7E_51,C
0.0111207308800655,0.1324891717624607,AZC7E_54,C
0.0037809534753914,0.0450125843040942,AZC7E_57,C
0.0023141825540404,0.0275519904398135,AZC7E_59,C
0.0036531952041828,0.0434984213230164,AZC7E_60,C
0.0176093556747073,0.2096790529255656,AZC7E_61,C
0.0091871815839351,0.1094591634201821,AZC7E_64,C
0.0048763299238356,0.0580526757543464,AZC7E_69,C
0.0026665493383754,0.0317502591613086,AZC7E_70,C
0.0771163899286605,0.917869939525054,AZC7E_73,C
0.0039597984221978,0.0471354192420769,AZC7E_77,C
0.0033646400897045,0.0400498232216423,AZC7E_82,C
0.044582977497115,0.5306335517664745,AZC7E_89,C
0.0146157735895068,0.1739586672461475,AZC7E_96,C
0.005193442613795,0.0618266561277291,AZC9C_106,C
0.0057198832400047,0.0680957835201957,AZC9C_112,C
0.0058758620369046,0.0699460787740648,AZC9C_113,C
0.005020696185705,0.0597709354327614,AZC9C_116,C
0.0095422087678279,0.1136379502881328,AZC9C_18,C
0.002682315985718,0.032009351581306,AZC9C_29,C
0.0059456083544066,0.0708085273332854,AZC9C_32,C
0.0024193872402568,0.0288111528171744,AZC9C_40,C
0.0057854223545661,0.0688582426643314,AZC9C_53,C
0.0120157093973092,0.1430122782409675,AZC9C_54,C
0.1202793004631136,1.4315844145376864,AZC9C_6,C
0.0035510589285009,0.042268769230069,AZC9C_61,C
0.0026426377812857,0.0314603769586507,AZC9C_68,C
0.0045602503858491,0.0543016084879822,AZC9C_7,C
0.0210917363635559,0.2510367054864726,AZC9C_71,C
0.043501291526981,0.5177591600647072,AZC9C_75,C
0.0027118824909287,0.0330366282808833,AZC9C_86,C
0.0026354268966303,0.0313736242866832,AZC9C_93,C
0.0115575682082521,0.1377232216529943,AZC9C_95,C
0.003345970587083,0.0398271783973657,AZC9C_96,C
0.0023670101506892,0.0281797542831394,AZC9C_98,C
0.0017696312642977,0.029495213579352,AZC3J_21,E
0.0042975943345118,0.0716474840184293,AZC3J_32,E
0.0033800721485075,0.0563372035776702,AZC3J_34,E
0.0021908334348974,0.0365117601155846,AZC3J_43,E
0.002478470275946,0.0413024066582989,AZC3J_55,E
0.002806181061374,0.0467652159663109,AZC3J_58,E
0.0164438577705346,0.2740042856015143,AZC3J_74,E
0.0017420533053636,0.0290428822185336,AZC3J_76,E
0.0045252193409514,0.0754047260626506,AZC3J_79,E
0.0021242635522756,0.0354056790924738,AZC3J_81,E
0.003178784403959,0.0529946392414423,AZC3J_88,E
0.00478211860552,0.0797529808974242,AZC3J_90,E
0.0017477024687689,0.0291265332821306,AZC3J_91,E
0.0065350150359456,0.108908720686624,AZC5T_104,E
0.0043663407913218,0.0727928519624422,AZC5T_106,E
0.0035655667050066,0.0594397198893879,AZC5T_107,E
0.0021965305463033,0.0366014237768102,AZC5T_108,E
0.0140727316692088,0.2345206256727584,AZC5T_109,E
0.0178526771723592,0.2974791424909763,AZC5T_120,E
0.0015338520692912,0.0255653972086384,AZC5T_21,E
0.0020797661166694,0.0346571192080713,AZC5T_32,E
0.0016444370605419,0.0274182492650425,AZC5T_34,E
0.0022510136346933,0.0375109276173879,AZC5T_39,E
0.0019033925221565,0.0317161856740955,AZC5T_41,E
0.0024648885051697,0.0410754462534941,AZC5T_51,E
0.0038191462120753,0.0636468584784758,AZC5T_66,E
0.0021437999298752,0.0357298483065055,AZC5T_68,E
0.0018010770466892,0.0300189694825966,AZC5T_69,E
0.0019105354272372,0.0318414139380113,AZC5T_78,E
0.0047760065918866,0.0796026459193963,AZC5T_8,E
0.0059905666110058,0.0998442143596833,AZC5T_85,E
0.0023434552603869,0.0390549734050239,AZC5T_9,E
0.005848655620686,0.0975072302534681,AZC5T_93,E
0.0018914001408972,0.0315279000667425,AZC5T_94,E
0.0026614170502331,0.0443606095817878,AZC5T_97,E
0.0053951371170019,0.089905527904458,AZC7E_101,E
0.011328522284205,0.1887677666037702,AZC7E_104,E
0.0083148229596742,0.1385610969540264,AZC7E_105,E
0.0067137192415435,0.1121885091675858,AZC7E_106,E
0.0065062324835672,0.1085077743058636,AZC7E_109,E
0.0074519125594554,0.1242833153233258,AZC7E_111,E
0.0927208063473177,1.5450105269022874,AZC7E_113,E
0.0025500016136578,0.0427845960786494,AZC7E_115,E
0.0022548461075645,0.0375789520706775,AZC7E_116,E
0.0254212370007129,0.4235944722742012,AZC7E_12,E
0.0027475855550516,0.0458122996365769,AZC7E_13,E
0.1031221512688575,1.71834295266486,AZC7E_15,E
0.0041574442118621,0.0693175662580526,AZC7E_17,E
0.025744672399965,0.4289838432209717,AZC7E_2,E
0.0105524485506972,0.1758712529623203,AZC7E_23,E
0.0046124887354691,0.0768778654457761,AZC7E_24,E
0.0217467548913058,0.362366389510283,AZC7E_25,E
0.0041657722742695,0.0694200434541975,AZC7E_26,E
0.0298738174446604,0.4977880570421147,AZC7E_3,E
0.0087014793749495,0.1449922948527731,AZC7E_32,E
0.0017052479138262,0.0284217310624898,AZC7E_34,E
0.006737381991062,0.1123508675141086,AZC7E_36,E
0.0148833321695871,0.248007800463884,AZC7E_37,E
0.0350116845744616,0.583400597637901,AZC7E_38,E
0.0065274490345098,0.1088195468666425,AZC7E_39,E
0.0045006305324264,0.0750336035206209,AZC7E_4,E
0.0299714919236656,0.4994155897171983,AZC7E_42,E
0.0068839525631243,0.1148294657401381,AZC7E_48,E
0.0440735545684886,0.7343989994074108,AZC7E_54,E
0.0026086988480419,0.0434713399334719,AZC7E_55,E
0.0065605744574035,0.1094330638193284,AZC7E_58,E
0.0057564062256764,0.0959734082901091,AZC7E_60,E
0.0043018872382115,0.0717053019264365,AZC7E_61,E
0.0049754037625642,0.0829149956060247,AZC7E_62,E
0.014687863729039,0.2447624289361488,AZC7E_68,E
0.0340274649593241,0.5670004833172912,AZC7E_70,E
0.002483740024102,0.0414107637740399,AZC7E_71,E
0.0018612507083423,0.0310224571328552,AZC7E_72,E
0.0278213896327301,0.4635883376802349,AZC7E_73,E
0.0021352171861297,0.0355842233756104,AZC7E_76,E
0.0023202985297154,0.038669074380303,AZC7E_77,E
0.007883932550062,0.1314314375136288,AZC7E_79,E
0.0075213096082856,0.1253407157029497,AZC7E_80,E
0.0048091381220417,0.0801672503281006,AZC7E_81,E
0.0033545536859474,0.0559279947407596,AZC7E_84,E
0.0064124769788218,0.1069648395616576,AZC7E_87,E
0.0023849813974205,0.0397648376428072,AZC7E_88,E
0.0191716605216966,0.3194641439897918,AZC7E_89,E
0.0035609123438559,0.0593642375350229,AZC7E_90,E
0.0040952808201699,0.0682477649149256,AZC7E_91,E
0.0040610593133262,0.0676834167271062,AZC7E_93,E
0.0024368879627294,0.0406282360642693,AZC7E_94,E
0.0035885882038814,0.0602184408822662,AZC7E_95,E
0.0062598122520257,0.1043120333578191,AZC7E_96,E
0.006598484631754,0.1099728814402688,AZC7E_97,E
0.0034430908834358,0.0573865988168595,AZC9C_102,E
0.0178849743294937,0.2980173640201702,AZC9C_106,E
0.002212282446554,0.0368688971324142,AZC9C_113,E
0.0026219856936005,0.0436995340213342,AZC9C_116,E
0.002490401627997,0.0414967764449296,AZC9C_14,E
0.0022639059609253,0.0377459869315107,AZC9C_25,E
0.0026557237356092,0.044258911687063,AZC9C_27,E
0.0033127697791178,0.0552107008038992,AZC9C_29,E
0.0024570219763972,0.041147443395796,AZC9C_34,E
0.0025121796675149,0.0418844026755652,AZC9C_40,E
0.002257966510051,0.037626768452955,AZC9C_57,E
0.0116408122418287,0.1939917416128289,AZC9C_6,E
0.0210242583972158,0.350327381455253,AZC9C_68,E
0.0305451334145376,0.5089742151480197,AZC9C_7,E
0.0060000230153415,0.0999830246403387,AZC9C_71,E
0.0114352398675891,0.1905667671371374,AZC9C_88,E
0.0024753655451981,0.0412585015071518,AZC9C_93,E
0.0015919598348023,0.026535595103889,AZC9C_98,E
