,33-0,D-15U,77-6,22-6,90-6,16-0,D-6Fryst,D-6Fresk,78-6,12-6,11-6,75-0,89-6,89-0,31-0,12-0,D-7Fryst,D-15Fryst,24-6,66-6,88-0,D-13U,D-4,23-0,19-6,D-9Feresk,24-0,18-0,3-6,77-0,D-12,25-6,25-0,64-6,11-0,54-0,D-9Fryst,30-6,66-0,D-3,32-6,D-10,32-0,56-6,56-0,59-6,71-0,37-0,3-0,D-2,59-0,64-0,30-0,31-6,22-0,70-0,90-0,81-0,D-5Fryst,18-6,88-6,D-14,D-14U,78-0,16-6,19-0,75-6,36-0
D-7Fryst,0.6695540755344679,0.7201401137918364,0.8237930246696121,0.729616057000347,0.555224348337539,0.8699509656199548,0.43488121311941447,0.22753837233938717,0.7907654172085753,0.8851268271940796,0.710533604895463,0.5899243600858202,0.6808960841586182,0.6732936483497846,0.5689808795690372,0.6986776552210922,0.0,0.5708369268767886,0.6108122259193441,0.5949543286300069,0.5385071310161932,0.4512787372724741,0.24251560297485156,0.7018018978405738,0.47747000759631236,0.3713552048807866,0.5853009101781719,0.7914926782728605,0.6192541662509722,0.8515531818325237,0.47193822205531527,0.6472461489721607,0.6251849773661049,0.4775955197709142,0.8685527774093245,0.5781488844553424,0.3703059970951097,0.6051213259944693,0.5809558108197709,0.2874127774718226,0.703480236428409,0.39609255745449085,0.7262231046984765,0.5530550927186911,0.7627998279573713,0.6710936913098733,0.7274641615470342,0.8189941019566708,0.6550036489388752,0.28682855926847506,0.8146973014159441,0.6176372575380972,0.6840100368784521,0.6774027652980237,0.8643643858449064,0.7488463846467911,0.5158914568778901,0.5760487850710616,0.15743566298702208,0.9014099381571729,0.5803338347109199,0.5732508828553571,0.5258705999491909,0.8647389978854734,0.5523507513820684,0.755319412073968,0.8330243032888022,0.682397916453823
D-15Fryst,0.5424667869537467,0.37091836871037615,0.7441407129711186,0.5338736218535638,0.441755502465719,0.6804530350490682,0.4454230936624557,0.45271823848072873,0.6039958008892881,0.8076771574494814,0.5611351116761536,0.5553311731274647,0.46838412083869974,0.49961479481153326,0.49135433681655893,0.5118734290427371,0.5708369268767886,0.0,0.42933870896712867,0.4774811124834969,0.5101259307375653,0.40730475454810844,0.5534760611193824,0.5105677371286103,0.5745748778157844,0.657149105013481,0.6274249514463573,0.7742333000201674,0.46290565201021944,0.8119053242957645,0.34859962276616163,0.4109593124337923,0.5230137213237853,0.47320670911976553,0.6744553249285872,0.38726057409118614,0.4693070207656035,0.48516973799391516,0.5064405783126815,0.43991630742000065,0.4330044869018187,0.4273733800892894,0.5413755485249361,0.4504618667372419,0.5848087098229426,0.44350414909764074,0.6596639129526087,0.7403278492978265,0.42624185880109966,0.5284233038782093,0.5890458228844406,0.5140307935232669,0.5148491258364916,0.5696824397924323,0.7373863985353082,0.48805741424270677,0.5229795346014812,0.5029824733678345,0.5324006662259437,0.8518284741079934,0.45591747280651274,0.40181802472220146,0.40078648117190935,0.7955518862197288,0.4491366771601721,0.5957686150946258,0.6094614331468782,0.4206844698262257
24-6,0.47065373825756013,0.6321699292229652,0.7039983242004529,0.5847472500125059,0.4196788859137113,0.7541550536108456,0.49058907220442605,0.5209016598329907,0.6132312542034567,0.8282901890079778,0.4756793579443704,0.5128547384773373,0.45495900759510316,0.4943426544432396,0.3915549544306589,0.4919645397906048,0.6108122259193441,0.42933870896712867,0.0,0.572523492631525,0.44521183174013124,0.5236161285408775,0.5992659089150746,0.5160729825162375,0.5246109419897168,0.6750710296520694,0.6814794081658173,0.7989499211533829,0.4655275517104232,0.7933472740489402,0.47472132661912725,0.4624744697051377,0.5198513580663238,0.5050217445527441,0.7606117799839056,0.4635984927709607,0.47753083283446024,0.46291630076907203,0.5933449055259468,0.569738731169621,0.5245900849371894,0.46521253305313187,0.5830055816839408,0.42283869356732057,0.6297741955811176,0.4158874109888448,0.6867276669861744,0.7222827293805454,0.49599445062430175,0.5832465707539459,0.6323631505401491,0.5154524926639933,0.4564037598520023,0.5662444532782178,0.7587096600364592,0.6337619208982181,0.5192292729977788,0.33265588705886834,0.568882492190776,0.8313881783010428,0.4212858123481164,0.4721401138386431,0.4818348633907515,0.7577265700478686,0.4160355542600326,0.6553123412612316,0.7181183188494119,0.5407475466145222
66-6,0.5322894612279865,0.46652118545162097,0.590956641475724,0.4216021579467042,0.49393773975011646,0.6105817925227893,0.583417864223074,0.5446685325194979,0.671785181102731,0.7189054528232399,0.7015100078306711,0.49234378570635395,0.4664302263758485,0.5345482996786338,0.4825913815295271,0.5166233546809481,0.5949543286300069,0.4774811124834969,0.572523492631525,0.0,0.5551263150559486,0.5253303868234703,0.5884794045464304,0.6088962994744335,0.5929656113276529,0.6596286188221432,0.4975370219778561,0.6291341801275612,0.40764044247604964,0.6904647959657353,0.3789433308113783,0.5395058995461416,0.49187162529739803,0.5588602433948139,0.6274869204839411,0.49374118221479396,0.6122471907861947,0.47614733689073946,0.4135697477494196,0.5310689139669497,0.4148542398235007,0.5321318681050297,0.5601417266209844,0.46161535156941025,0.4618413630624205,0.5740716425663824,0.5638979060928372,0.6041279085620469,0.48958841620908905,0.5072494616779044,0.5614140076863378,0.5823377594909259,0.45515379855364635,0.40206287881451097,0.5168009950055138,0.48007264861675086,0.6025830957783717,0.5154156233092623,0.5752923787845389,0.7405048949170661,0.47862901023229276,0.5673502465801195,0.5365262878794331,0.7357526106760433,0.5572706054169386,0.5192280655506899,0.6054803854692028,0.5258709293233226
88-0,0.44850608069582026,0.6735947502060771,0.7462597465960097,0.6704807119761499,0.36436361728582295,0.7921477986379954,0.36911740173436947,0.45933819459480774,0.6791915563255636,0.8288977211122124,0.5918372435489221,0.5967319056789556,0.5309905237060408,0.4136183221024286,0.45318906748731885,0.5887799631161355,0.5385071310161932,0.5101259307375653,0.44521183174013124,0.5551263150559486,0.0,0.3849580504233446,0.5093552570925146,0.5683484195290834,0.42261254627454625,0.5885955321625773,0.5720017044354078,0.7631873749342344,0.5100080803614435,0.8054463287061286,0.3795340081331804,0.5404128448990534,0.4491459350991293,0.49744341149140214,0.7944874101324951,0.4180734588693472,0.3552450623321421,0.49377650042951293,0.5055414578451768,0.4568995180609662,0.5940332644450746,0.40210360986060284,0.559441680450245,0.5169055250417429,0.68481016438003,0.5911446552830624,0.678829171349198,0.7133220037791672,0.4485712399537161,0.5140649554270643,0.6836706639029074,0.5319760860897559,0.49385805376317615,0.597507601982568,0.8252646528338284,0.7019175899634872,0.32823053748596476,0.3962951810192231,0.49031638062387783,0.8721023652919072,0.26932736560773174,0.4515740929979058,0.43310118715639645,0.7758787907423887,0.46465593007939965,0.6736920808751146,0.7563452113005141,0.5472709587906359
D-13U,0.4938462513832371,0.614115020814847,0.7776581782450248,0.6478038226140502,0.43726384506795474,0.8297709431872113,0.2101329554722235,0.3356179030722328,0.7174789520772143,0.859148296701569,0.6253317187489643,0.5659213908042544,0.5553061514562982,0.44979490721399096,0.4902710189699561,0.6813400790244974,0.4512787372724741,0.40730475454810844,0.5236161285408775,0.5253303868234703,0.3849580504233446,0.0,0.440335205816243,0.6560074066804991,0.4349396352295745,0.5921164180832467,0.6224186753969092,0.7757709117994398,0.5224512843842225,0.8273695423023035,0.2774243283699431,0.5477677681941826,0.4839255730034011,0.3774821422630276,0.8344165246112565,0.4381725500929078,0.2370417649948014,0.5033345034185069,0.5515976621243522,0.33902646591457575,0.5716046444680184,0.20238039723683998,0.560868492592564,0.46421915811762776,0.7049693992008388,0.6433511363708772,0.6646448429804218,0.7751217932870668,0.44019601605668696,0.4837569344625708,0.7111788449365578,0.5463713783351353,0.5545980225196405,0.600280354903142,0.8070051212991672,0.6929893584570687,0.37548677183053836,0.5009182512634683,0.39778095958486015,0.8840374641729123,0.33770817732395775,0.3573860690196007,0.25701867610551,0.8260762708249256,0.5141879331134578,0.6767145495686328,0.7419275668341697,0.5778140402927944
D-4,0.6518290060515979,0.7072489731641379,0.8086554666840992,0.7295836535912269,0.5472018341212668,0.8618600812621968,0.3957970363414795,0.25245117687611457,0.7774092360138334,0.870326572189158,0.7181033775711881,0.5881464491299502,0.6720623907428726,0.6441342480891272,0.5623699613187004,0.6823847130427301,0.24251560297485156,0.5534760611193824,0.5992659089150746,0.5884794045464304,0.5093552570925146,0.440335205816243,0.0,0.6865723151794657,0.49087760091114513,0.2195744746198564,0.581753344722101,0.7802813041948795,0.6067195302255494,0.8457861550946711,0.4546990779986685,0.6474130712098869,0.6235528458252908,0.5014209394722597,0.8614291483195203,0.5680867959167212,0.36637042492295163,0.6025390147498025,0.5573088616079692,0.2548912465260985,0.6930534690561698,0.3760688406045366,0.7111829463120155,0.5430175646007663,0.7567184967164322,0.6548124551737682,0.7014007263185571,0.805192132030502,0.6101031967092255,0.17600177258994923,0.791906017272097,0.6023276662797888,0.6738485068168034,0.6796177267351932,0.8630349799405328,0.747536535876004,0.47868194489904126,0.574777512866267,0.17502708626631597,0.8983902538580568,0.5663757158720081,0.5517491869989429,0.5035101143029014,0.8584029970312115,0.530232115515151,0.7620996783453307,0.8248126487468719,0.6667791964919525
23-0,0.5602593661401774,0.5993531011396387,0.778460692933466,0.6792373452975634,0.49450287717492464,0.7245829685718039,0.60536755999034,0.6482220223329843,0.589928006298536,0.8187754421090542,0.5645551399062745,0.5706104758115735,0.5968117832543498,0.6081293902037852,0.4747550109969364,0.5037750033035924,0.7018018978405738,0.5105677371286103,0.5160729825162375,0.6088962994744335,0.5683484195290834,0.6560074066804991,0.6865723151794657,0.0,0.6665332596949558,0.7595498920930446,0.729367328499532,0.8250557864558137,0.6066754654412403,0.8380042492663052,0.622464232560522,0.46176369595546096,0.604516843085184,0.6310310897993797,0.7077964104045249,0.4357516989393146,0.6507200302040617,0.3073338845754729,0.6613311431196673,0.6116199720222044,0.5653821592635048,0.6251614543727997,0.5710475858122078,0.5981242755264328,0.6525680182014773,0.44632262132293604,0.7421579563643972,0.7131807876558953,0.6005825259201811,0.6864023023433922,0.6006278079606417,0.5502412281409524,0.5276491068041355,0.591729684503029,0.8283477785236575,0.6390061660032915,0.6297448657752948,0.4854594724258187,0.6904718897360443,0.8833709031014582,0.5564366804214131,0.6314760724111775,0.6322868384913115,0.7241731322309208,0.4994678127414008,0.5897978406758932,0.6470847942908302,0.5491489172541311
19-6,0.562379160774831,0.7237147945946285,0.7531169824604502,0.7448042428381102,0.4651737597808898,0.8337370356031029,0.38678410409723013,0.4229457754904337,0.7552376825004447,0.8025628411689572,0.568341244320471,0.5835728685894607,0.5868370980503139,0.4731031152868487,0.5712193734503161,0.5935388619494337,0.47747000759631236,0.5745748778157844,0.5246109419897168,0.5929656113276529,0.42261254627454625,0.4349396352295745,0.49087760091114513,0.6665332596949558,0.0,0.5500263781866517,0.5556042403850802,0.7104565276107729,0.5584469187539942,0.772556383894106,0.4548997096438668,0.6322217165938557,0.505336077482185,0.46739777118119796,0.8382644872464031,0.5607075715201535,0.37719642989239394,0.5580557967543512,0.6203448858172842,0.4546506920438239,0.6605352081690818,0.4150984435792721,0.6406601891345184,0.5192296826230172,0.7342738682765804,0.6438984463621931,0.6665792726200411,0.7837881421645352,0.5318349695859305,0.5086303110118991,0.7454977638974681,0.5569621927138272,0.6066948510285447,0.6958907427947996,0.8780373900108743,0.7229210736970586,0.42487522881876355,0.5176915296671479,0.45412037438729586,0.8509343100174339,0.41866066059833035,0.465685925313558,0.39430620471452915,0.8477290857308983,0.4948662691619297,0.7435412828242695,0.815009527037686,0.6389236893366206
D-9Feresk,0.7355248688179591,0.7696112695256441,0.8466662729850888,0.7844328265797733,0.6166439550950513,0.9051724230269935,0.5470616980192706,0.394331334323522,0.8333843794697734,0.9004035159954253,0.760961685686194,0.6465672745031271,0.7424578277375826,0.7379684468689297,0.641705201250806,0.7280977857403634,0.3713552048807866,0.657149105013481,0.6750710296520694,0.6596286188221432,0.5885955321625773,0.5921164180832467,0.2195744746198564,0.7595498920930446,0.5500263781866517,0.0,0.634235246977349,0.8004942434361523,0.6785555921502661,0.8653676623167096,0.5727160866769061,0.7129926608794865,0.6871352284228905,0.5929354643109986,0.903683172363496,0.6465295540273439,0.504570512703636,0.6750513420356101,0.6502324827588002,0.40335210376861536,0.7669813741263564,0.5255127018645941,0.7775228910138131,0.641035333623473,0.8069557903838165,0.7272721272882152,0.7751183973789193,0.8438514348432462,0.7464890462096747,0.2828917018064851,0.8523108576358881,0.6907982027012951,0.7454047940189589,0.7371071239265525,0.9056160627713931,0.7906764987716703,0.6019640631693525,0.6444646142227852,0.34128042540039655,0.917410643617226,0.6552085207476986,0.6801427942863042,0.6407199878219106,0.8955754516862243,0.6126770578525288,0.8116019131541711,0.8677554330071032,0.7358781582384009
24-0,0.6755834827583371,0.6442764230390744,0.6138985026727037,0.6384022092189069,0.5955420423102228,0.6565418412708289,0.630286720474036,0.5530405096117369,0.7604518530795547,0.7597410580898568,0.762212297492012,0.575617668227859,0.5156539652340221,0.5686631071027095,0.6004240777468431,0.5284903816835538,0.5853009101781719,0.6274249514463573,0.6814794081658173,0.4975370219778561,0.5720017044354078,0.6224186753969092,0.581753344722101,0.729367328499532,0.5556042403850802,0.634235246977349,0.0,0.6532908997531855,0.604072398455699,0.6588861524710246,0.5223929538356732,0.712009980773693,0.589548111608374,0.6059646378105715,0.7053115556258478,0.5873511900460194,0.6130392045480273,0.6471692634854072,0.5154627343055115,0.5926258681470223,0.6212173346974293,0.607254636414226,0.6659940550205694,0.5402272406502472,0.531629820218339,0.704668585151257,0.5346460449850814,0.6878373359178698,0.535820364792863,0.5772868871163273,0.6371532334353388,0.5594245571226725,0.6299872617342284,0.641763316980399,0.7650836083988543,0.6070337045264771,0.5796488899031023,0.5627350626909077,0.5767645059062253,0.7752480787955254,0.5868606482422811,0.6956974096209927,0.6705505001248816,0.8007986276881611,0.6391990633844483,0.6986457151513217,0.711584923255174,0.6317572503192924
18-0,0.7726384356229465,0.7751606025178831,0.6468598540743721,0.7330896157169883,0.7405960544019531,0.8019420528555543,0.7852393615618418,0.741240909185773,0.8143920234221089,0.6339337192725961,0.7633963637495809,0.7750971330119838,0.6850228936411401,0.7467101550953074,0.7653801958980928,0.64361160757242,0.7914926782728605,0.7742333000201674,0.7989499211533829,0.6291341801275612,0.7631873749342344,0.7757709117994398,0.7802813041948795,0.8250557864558137,0.7104565276107729,0.8004942434361523,0.6532908997531855,0.0,0.6808195957130567,0.7308165792931482,0.754666692423848,0.83772495072177,0.7516392479701128,0.6343855713059775,0.8054923044713542,0.760166209178582,0.7840359452022533,0.7614634675036489,0.7054345126204263,0.7797636093091515,0.7655061405771436,0.7693500957535057,0.8022158353309911,0.7034592896995966,0.7354658663053928,0.8073955194630313,0.6531514639869028,0.7057190598148017,0.7626635983453725,0.7792941782161151,0.8183287576819808,0.7622950522377363,0.7240665846963468,0.7518641241741265,0.8823261623404701,0.7350281065768111,0.7694016297194938,0.7514826825994027,0.7829893906298975,0.4382322410082676,0.7713969404820864,0.8236157629448865,0.8192873881584695,0.8048381580695354,0.7431886903833703,0.8650305652519509,0.8647085329870287,0.7228497629614361
3-6,0.5281233671865088,0.5569998246600311,0.5883569282174439,0.492838203272948,0.497155685359162,0.6731193863891919,0.560521203995442,0.5541232149455791,0.6795650878835507,0.614477030836799,0.6501264899686081,0.5128269435798757,0.5046347498075872,0.5233834158596247,0.524014462741118,0.4717172880114201,0.6192541662509722,0.46290565201021944,0.4655275517104232,0.40764044247604964,0.5100080803614435,0.5224512843842225,0.6067195302255494,0.6066754654412403,0.5584469187539942,0.6785555921502661,0.604072398455699,0.6808195957130567,0.0,0.7179744737991821,0.44106574272155197,0.5181644881937054,0.4927703480487754,0.5550009418303452,0.6768872949465948,0.4820126945820742,0.5602223010941321,0.497585912783823,0.47273154033327036,0.5479023205697682,0.44595014177970255,0.5150140542473322,0.5749697412439329,0.5141084097073085,0.5829675172373155,0.4932931201402317,0.615347737859958,0.5017265478123005,0.41298218847257906,0.5682460238034767,0.524598318124745,0.6118346161781277,0.46080822392671467,0.4589578498773878,0.6159175948471693,0.4698063035315582,0.5723028092820319,0.5324372898689531,0.5783502172970884,0.700769894436013,0.44129491864851195,0.46530600723067755,0.4829091538928576,0.7491515419734369,0.48768386047911205,0.6452534321389459,0.6597711689839622,0.498088235104836
77-0,0.8054695107499722,0.79242409006266,0.5801304232744392,0.760912428498919,0.7723357690104713,0.658318048900001,0.8329505779082953,0.8112140802457672,0.840250279063526,0.7728766693218143,0.8416395654955728,0.724267042062525,0.6730393673837366,0.7702081544918206,0.8022282861806636,0.6208601767233044,0.8515531818325237,0.8119053242957645,0.7933472740489402,0.6904647959657353,0.8054463287061286,0.8273695423023035,0.8457861550946711,0.8380042492663052,0.772556383894106,0.8653676623167096,0.6588861524710246,0.7308165792931482,0.7179744737991821,0.0,0.7936393003938516,0.8142352677499405,0.7344833469309503,0.808067850316043,0.7204941424383402,0.7753825442773166,0.8548929880652495,0.8141461583527551,0.7342929197151964,0.8306329775834266,0.7600317122875448,0.8350787051501068,0.8292704212776557,0.7127272768368903,0.6332807441983032,0.8077124343761296,0.6518029690858226,0.7316542588919588,0.7091825304179371,0.8282630623438303,0.7543000045451851,0.7802997610577206,0.7433566677192813,0.7452606983799,0.8497032063987361,0.6747595421743825,0.811113015388455,0.7819861360953222,0.8460776440480875,0.7780302920256048,0.7901347217461201,0.8371056707273155,0.8332724252676205,0.8279819578847607,0.8013188565093139,0.8368447131803726,0.8031784231661949,0.7393420961011913
D-12,0.4781694749721006,0.4903476178933544,0.7186744129185754,0.549450857397141,0.3913228102656141,0.7174462639877102,0.32646986534116584,0.38910745785931083,0.6992355351435826,0.825435562866772,0.6286108202241207,0.5051969350992536,0.4833658132213712,0.4142037762307206,0.43618244537381823,0.6226360716090273,0.47193822205531527,0.34859962276616163,0.47472132661912725,0.3789433308113783,0.3795340081331804,0.2774243283699431,0.4546990779986685,0.622464232560522,0.4548997096438668,0.5727160866769061,0.5223929538356732,0.754666692423848,0.44106574272155197,0.7936393003938516,0.0,0.5035408804209793,0.45230842129356663,0.41940172928212593,0.7235676516548475,0.4182751143793603,0.35468062901265623,0.4833995210954928,0.43821211883059774,0.3777597677405556,0.46499905481835757,0.3309605261836284,0.4927916853779208,0.45760904182154394,0.5806046768018288,0.6291586735705859,0.6188535985969584,0.7443232296705211,0.40233145120659286,0.41324224095247947,0.6193042173109389,0.5214652810367486,0.4904350474261075,0.4974297997748464,0.6449270414772497,0.5520866906370797,0.39386714646106885,0.4491279768222285,0.4157807803227501,0.8393304311122666,0.335828056120342,0.3851588929351387,0.33446098192644486,0.7723344090540601,0.4960563057806419,0.5608396510280489,0.6192554413521766,0.5202985751332432
25-6,0.5062997456086501,0.4428134648813013,0.7574031159148097,0.6152931427660225,0.41889653646661523,0.6787112773299252,0.5542382914665192,0.5848693677109023,0.6153594395496732,0.8230656335178642,0.555722531091682,0.4144583827694543,0.5225917385372568,0.5417023992896024,0.36391556717594914,0.5663800684094007,0.6472461489721607,0.4109593124337923,0.4624744697051377,0.5395058995461416,0.5404128448990534,0.5477677681941826,0.6474130712098869,0.46176369595546096,0.6322217165938557,0.7129926608794865,0.712009980773693,0.83772495072177,0.5181644881937054,0.8142352677499405,0.5035408804209793,0.0,0.46306246679830004,0.5697685257641681,0.6657180271970964,0.4089670907026873,0.608397868191561,0.4512002210338144,0.6256218670805691,0.5134926910192712,0.40018694869239835,0.5644317341348437,0.40083507931113366,0.5651686695060927,0.6133805912401634,0.38001627550329986,0.757851710307731,0.6458305714381365,0.5403314204839359,0.6059967920272592,0.4914061867933622,0.5417700696782016,0.43922065211269806,0.4161032561400942,0.742037241219914,0.5452068154563521,0.56366095815646,0.4633011557253298,0.6152938496272822,0.8756782860594813,0.4924467854270471,0.5582478808116444,0.5283686307161012,0.7371489297491869,0.4948084325885741,0.5360118764734683,0.3883807043116729,0.42708007115580937
25-0,0.2881243215779967,0.6143809373877877,0.694902727570107,0.6162198678534153,0.40003006649566575,0.5603401335399266,0.49157999996116336,0.5723602385195172,0.5745053369522801,0.8064147564596921,0.5371763895869712,0.5222406834950544,0.510004407735649,0.46544640405806426,0.49367553419519855,0.542523585645414,0.6251849773661049,0.5230137213237853,0.5198513580663238,0.49187162529739803,0.4491459350991293,0.4839255730034011,0.6235528458252908,0.604516843085184,0.505336077482185,0.6871352284228905,0.589548111608374,0.7516392479701128,0.4927703480487754,0.7344833469309503,0.45230842129356663,0.46306246679830004,0.0,0.5493241451709049,0.5794897682121449,0.44689396597584047,0.5222274590896661,0.4970346114101117,0.5692349609195934,0.517427307381154,0.44330307192210466,0.4909409871912595,0.3993222981839739,0.5095161690184677,0.5542339716472612,0.5323902754331773,0.6759336522617071,0.7166367776649635,0.46722190763217364,0.5696039914387605,0.43419468120197785,0.40842197354657894,0.3404545094533599,0.4620689582978985,0.7282927781170877,0.5996105586598311,0.47883530379541567,0.5196556475432127,0.5837862184510234,0.8616746010687626,0.41052368742503437,0.5013169597022509,0.47813144575128624,0.6341208004875762,0.5195116628874701,0.6925752437329862,0.6326421771007801,0.4591539809048822
